238,173
238,174
238,261
238,244
238,215
238,197
238,131
238,54
629,275
631,275
17,210
384,63
383,63
287,271
712,270
257,270
258,270
712,58
257,58
258,58
231,58
775,58
287,262
578,165
227,165
578,140
220,57
525,11
270,11
269,11
525,2
270,2
269,2
540,265
541,265
11,265
538,265
660,265
44,252
235,89
234,89
354,255
598,201
601,201
602,201
603,201
604,201
32,201
248,211
456,159
474,18
346,51
505,240
554,150
746,150
154,106
343,9
344,9
637,9
640,9
134,136
354,145
63,93
496,93
514,93
523,93
522,93
83,93
438,93
397,93
63,87
626,87
625,87
514,87
523,87
522,87
483,87
485,87
484,87
438,87
397,87
340,144
174,144
61,144
424,144
423,144
712,172
257,172
258,172
234,245
234,60
708,216
540,216
255,216
541,216
535,216
536,216
11,216
538,216
550,241
548,241
544,48
544,259
340,217
496,217
664,217
514,217
523,217
522,217
83,217
424,217
423,217
397,217
645,139
510,202
509,202
508,202
22,202
505,27
161,27
629,195
631,195
480,195
739,195
738,195
574,198
576,198
575,198
394,249
574,249
576,249
575,249
712,260
775,260
712,250
106,8
472,8
471,8
105,8
104,8
102,8
638,8
48,8
505,230
161,230
740,19
573,19
554,19
525,213
730,16
250,107
244,110
243,110
267,71
557,189
349,90
348,90
554,90
689,90
723,190
724,190
723,128
724,128
605,132
708,132
295,102
466,111
464,111
119,111
120,111
583,111
584,111
291,111
580,111
466,85
295,85
464,85
119,85
120,85
712,75
135,186
6,84
70,84
70,142
6,50
443,50
70,50
505,68
531,68
629,220
631,220
630,220
384,124
383,124
384,228
383,228
384,122
383,122
384,121
383,121
173,105
108,105
107,105
554,105
539,105
19,105
168,105
540,105
541,105
11,105
538,105
164,105
277,105
737,105
736,105
554,74
746,74
86,179
770,179
657,179
562,179
563,179
173,218
108,218
107,218
554,218
539,218
19,218
164,218
505,218
708,123
385,123
384,123
383,123
554,123
746,123
327,44
27,238
28,238
371,253
554,91
86,272
19,272
537,272
466,125
127,125
122,125
124,125
119,125
517,125
516,125
703,125
629,134
631,134
630,134
627,134
121,134
189,134
121,248
189,248
287,116
3,1
144,1
141,1
143,1
142,1
138,1
144,3
141,3
143,3
142,3
138,3
3,10
144,10
141,10
143,10
142,10
138,10
203,79
354,82
554,96
746,96
500,177
144,72
141,72
143,72
142,72
138,72
493,194
626,194
625,194
174,194
514,194
523,194
522,194
483,194
485,194
484,194
83,194
201,194
424,194
423,194
295,194
438,194
397,194
708,23
86,23
540,23
255,23
541,23
535,23
536,23
11,23
538,23
88,206
77,206
178,206
180,206
179,206
175,206
177,206
518,256
525,256
762,256
554,256
270,256
269,256
541,164
535,164
536,164
11,164
538,164
384,224
383,224
356,224
478,224
238,226
238,264
296,152
112,152
111,152
263,73
554,175
746,175
82,175
23,175
624,180
669,180
460,180
713,180
714,180
715,180
554,76
746,76
743,76
505,76
276,7
281,59
376,28
483,28
485,28
484,28
61,28
83,28
438,28
525,170
384,170
383,170
193,157
712,222
246,222
257,222
258,222
712,37
712,138
57,137
156,204
345,204
605,126
734,42
742,42
729,42
727,42
732,42
725,42
745,42
694,185
346,185
17,43
306,43
540,43
541,43
11,43
538,43
605,199
740,26
573,26
554,26
762,39
654,39
605,39
554,55
746,55
572,31
572,53
712,99
238,52
540,52
255,52
541,52
536,52
11,52
538,52
17,88
496,88
17,192
496,192
520,173
746,173
92,173
193,173
33,173
759,173
151,173
556,173
728,173
775,173
31,173
575,173
195,173
476,173
260,173
264,173
364,173
460,173
262,173
211,173
287,173
337,173
140,173
164,173
520,174
746,174
92,174
193,174
33,174
759,174
151,174
556,174
728,174
775,174
31,174
575,174
195,174
476,174
260,174
264,174
364,174
460,174
262,174
211,174
287,174
337,174
140,174
164,174
520,261
746,261
92,261
193,261
33,261
759,261
151,261
556,261
728,261
775,261
31,261
575,261
195,261
476,261
260,261
264,261
364,261
460,261
262,261
211,261
287,261
337,261
140,261
164,261
520,244
746,244
92,244
193,244
33,244
759,244
151,244
556,244
728,244
775,244
31,244
575,244
195,244
476,244
260,244
264,244
364,244
460,244
262,244
211,244
287,244
337,244
140,244
164,244
520,215
746,215
92,215
193,215
33,215
759,215
151,215
556,215
728,215
775,215
31,215
575,215
195,215
476,215
260,215
264,215
364,215
460,215
262,215
211,215
287,215
337,215
140,215
164,215
520,197
746,197
92,197
193,197
33,197
759,197
151,197
556,197
728,197
775,197
31,197
575,197
195,197
476,197
260,197
264,197
364,197
460,197
262,197
211,197
287,197
337,197
140,197
164,197
520,131
746,131
92,131
193,131
33,131
759,131
151,131
556,131
728,131
775,131
31,131
575,131
195,131
476,131
260,131
264,131
364,131
460,131
262,131
211,131
287,131
337,131
140,131
164,131
520,54
746,54
92,54
193,54
33,54
759,54
151,54
556,54
728,54
775,54
31,54
575,54
195,54
476,54
260,54
264,54
364,54
460,54
262,54
211,54
287,54
337,54
140,54
164,54
411,275
286,275
225,275
739,275
606,275
303,275
346,275
329,275
159,275
48,275
350,275
286,63
639,63
239,63
247,63
187,63
490,63
69,63
299,63
475,63
287,63
89,63
226,63
6,271
385,271
592,271
56,271
123,271
510,271
298,271
360,271
746,271
33,271
750,271
775,271
676,271
375,271
623,271
664,271
567,271
254,271
176,271
39,271
619,271
589,271
479,271
462,271
777,271
262,271
99,271
155,271
606,271
748,271
718,271
456,271
89,271
515,271
393,271
192,270
391,270
555,270
529,270
358,270
123,270
259,270
126,270
474,270
33,270
741,270
775,270
511,270
132,270
641,270
672,270
254,270
64,270
699,270
3,270
382,270
518,270
231,270
506,270
552,270
246,270
589,270
449,270
753,270
769,270
627,270
588,270
456,270
8,270
332,270
89,270
515,270
324,58
192,58
391,58
555,58
529,58
358,58
123,58
259,58
126,58
474,58
225,58
33,58
741,58
511,58
132,58
641,58
672,58
254,58
64,58
699,58
3,58
382,58
518,58
609,58
506,58
552,58
246,58
589,58
449,58
753,58
769,58
588,58
456,58
8,58
332,58
89,58
515,58
6,262
385,262
592,262
56,262
123,262
510,262
298,262
360,262
746,262
33,262
750,262
775,262
676,262
375,262
623,262
664,262
567,262
254,262
176,262
39,262
619,262
589,262
479,262
462,262
777,262
262,262
99,262
155,262
606,262
748,262
718,262
456,262
89,262
515,262
393,262
390,165
193,165
681,165
443,165
254,165
364,165
534,165
155,165
585,165
413,165
390,140
193,140
681,140
443,140
254,140
227,140
364,140
534,140
155,140
585,140
413,140
570,161
677,161
440,161
759,161
118,161
775,161
319,161
764,161
242,161
364,161
565,161
546,161
155,161
174,57
361,57
746,57
342,57
775,57
497,57
575,57
215,57
206,57
176,57
703,57
565,57
546,57
72,57
705,57
627,57
765,57
266,57
165,57
735,70
328,70
399,70
614,70
304,70
344,70
733,70
176,70
717,70
219,70
364,70
46,70
327,70
145,70
162,70
54,11
385,11
731,11
357,11
746,11
304,11
228,11
79,11
518,11
412,11
52,11
336,11
561,11
762,11
54,2
731,2
357,2
746,2
304,2
228,2
79,2
518,2
412,2
52,2
336,2
561,2
762,2
6,265
556,265
446,265
376,265
260,265
136,265
627,265
426,265
680,265
140,265
758,265
418,252
746,252
608,252
775,252
341,252
254,252
176,252
407,252
38,252
155,252
107,252
600,252
303,252
117,252
438,252
212,252
765,252
145,252
439,252
151,89
83,89
775,89
320,89
756,89
456,89
63,89
515,89
505,89
621,89
579,227
701,227
358,227
399,227
614,227
752,227
184,227
193,227
78,227
750,227
708,227
653,227
320,227
