,0,1
0,0.018832399,0.98116755
1,0.87,0.13
2,0.001761074,0.9982389
3,0.0016509639,0.9983491
4,0.9112519,0.08874804
5,0.2362155,0.76378447
6,0.006444413,0.9935556
7,0.15,0.85
8,0.082014225,0.91798574
9,0.14,0.86
10,0.9977997,0.0022002617
11,0.84,0.16
12,0.94421613,0.05578382
13,0.0066831633,0.99331677
14,0.7496547,0.25034523
15,0.9861731,0.013826976
16,0.03748959,0.96251035
17,0.98629016,0.013709884
18,0.14188701,0.858113
19,0.11313044,0.88686955
20,0.001405482,0.99859446
21,0.013298061,0.9867019
22,0.005523733,0.99447626
23,0.8,0.2
24,0.005687649,0.9943124
25,0.45,0.55
26,0.998833,0.0011670655
27,0.0020273787,0.99797267
28,0.00027905096,0.9997209
29,0.9617918,0.038208175
30,0.0006900533,0.9993099
31,0.039529257,0.9604707
32,0.76,0.24
33,0.062076144,0.93792385
34,0.0047527505,0.9952473
35,0.9467453,0.053254776
36,0.8,0.2
37,0.0,1.0
38,0.94,0.06
39,0.9425383,0.05746166
40,0.76,0.24
41,0.9953412,0.004658768
42,0.93226683,0.06773313
43,0.91,0.09
44,0.14806193,0.85193807
45,0.0,1.0
46,0.08850497,0.91149503
47,0.77,0.23
48,0.930339,0.06966103
49,0.92992234,0.07007761
50,0.9928584,0.007141612
51,0.0016053848,0.99839455
52,0.91,0.09
53,0.0,1.0
54,0.69,0.31
55,0.98929405,0.010705948
56,0.007458755,0.9925412
57,0.66646796,0.3335321
58,0.9604786,0.03952142
59,0.002529565,0.9974705
60,0.9622275,0.037772465
61,0.99162865,0.008371344
62,0.87025654,0.12974346
63,0.32366166,0.6763384
64,0.9579834,0.042016637
65,0.9992574,0.00074258173
66,0.0024686605,0.9975313
67,0.9924832,0.0075168433
68,0.9958568,0.004143122
69,0.03,0.97
70,0.05,0.95
71,0.41,0.59
72,0.13,0.87
73,0.0,1.0
74,0.9998167,0.00018328057
75,0.040285572,0.9597145
76,0.9029819,0.097018056
77,0.03816299,0.96183705
78,0.6159558,0.38404417
79,0.000878314,0.9991217
80,0.83835995,0.16164008
81,0.02234456,0.9776554
82,0.95796543,0.042034566
83,0.9879534,0.012046519
84,0.087134175,0.9128658
85,0.24730434,0.7526957
86,0.99877244,0.0012275091
87,0.71,0.29
88,0.019945305,0.98005474
89,0.03715633,0.96284366
90,0.09906219,0.90093774
91,0.008386245,0.99161375
92,0.89535767,0.10464233
93,0.6967766,0.30322343
94,0.0129695935,0.98703045
95,0.66,0.34
96,0.0002834393,0.9997166
97,0.99636877,0.0036312167
98,0.008785273,0.99121475
99,0.14,0.86
100,0.0003796581,0.9996203
101,0.81586367,0.18413636
102,0.0059502115,0.9940498
103,0.98105705,0.018942866
104,0.00094395597,0.99905604
105,0.999337,0.0006630181
106,0.9497425,0.05025755
107,0.97812897,0.021871002
108,0.00049352826,0.9995065
109,0.1266985,0.87330157
110,0.13,0.87
111,0.83,0.17
112,0.87617993,0.123820096
113,0.74,0.26
114,0.17286651,0.82713354
115,0.05070621,0.94929373
116,0.855477,0.144523
117,0.7803001,0.21969993
118,0.0044284808,0.9955715
119,0.05299523,0.9470048
120,0.9928901,0.007109826
121,0.91,0.09
122,0.99964094,0.00035899543
123,0.99659365,0.003406293
124,0.84405714,0.15594283
125,0.9080324,0.09196755
126,0.0026601725,0.9973398
127,0.0048505673,0.99514943
128,0.012993916,0.98700607
129,0.98891515,0.01108485
130,0.0,1.0
131,0.96551925,0.03448075
132,0.91,0.09
133,0.001714055,0.99828595
134,0.0061687147,0.9938313
135,0.15026636,0.84973365
136,0.99341476,0.0065852064
137,0.96837425,0.031625733
138,0.85,0.15
139,0.96105784,0.038942125
140,0.0,1.0
141,0.9997551,0.00024495085
142,0.31,0.69
143,0.1797128,0.8202872
144,0.74529296,0.25470698
145,0.0035319654,0.99646807
146,0.90780544,0.09219459
147,0.9729571,0.027042923
148,0.9933675,0.006632543
149,0.0100862915,0.9899137
150,0.9638563,0.036143705
151,0.003457543,0.9965424
152,0.009080849,0.9909191
153,0.98,0.02
154,0.85,0.15
155,0.9857205,0.014279485
156,0.63,0.37
157,0.0,1.0
158,0.064302616,0.9356973
159,0.19889538,0.8011046
160,0.025638906,0.9743611
161,0.87,0.13
162,0.014841832,0.98515815
163,0.18208998,0.81791
164,0.75646126,0.24353875
165,0.0019110761,0.9980889
166,0.99808264,0.0019174069
167,0.04,0.96
168,0.014459231,0.9855408
169,0.96,0.04
170,0.0012982448,0.9987017
171,0.8574197,0.14258029
172,0.21505508,0.78494495
173,0.0014858645,0.9985141
174,0.17490694,0.82509303
175,0.0,1.0
176,0.94496775,0.055032287
177,0.7531499,0.24685007
178,0.9994593,0.00054063316
179,0.9983163,0.0016837703
180,0.98,0.02
181,0.03824283,0.96175724
182,0.0,1.0
183,0.025517233,0.9744828
184,0.17573777,0.8242622
185,0.01,0.99
186,0.73635656,0.26364347
187,0.90155655,0.0984434
188,0.02,0.98
189,0.047983605,0.9520164
190,0.0068642814,0.9931357
191,0.88,0.12
192,1.0,0.0
193,0.91206884,0.08793121
194,0.002424462,0.9975756
195,0.18602283,0.8139772
196,0.0016610902,0.99833894
197,0.99971586,0.00028413546
198,0.983718,0.016282005
199,0.96,0.04
200,0.17740135,0.8225987
201,0.69,0.31
202,0.68504506,0.314955
203,0.000988457,0.9990115
204,0.8,0.2
205,0.6,0.4
206,0.8,0.2
207,0.017663963,0.9823361
208,0.97851485,0.021485146
209,0.19,0.81
210,8.405261e-05,0.99991596
211,0.97486395,0.02513604
212,0.019074038,0.980926
213,0.07015389,0.92984605
214,0.0054373774,0.9945627
215,0.9827724,0.01722765
216,0.99171865,0.008281375
217,0.01154899,0.988451
218,0.99974495,0.0002550699
219,0.023189783,0.9768102
220,0.9984127,0.0015873008
221,0.0025076438,0.9974923
222,0.99710554,0.0028944789
223,0.36068106,0.639319
224,0.048474632,0.9515254
225,0.66,0.34
226,0.0045100576,0.9954899
227,0.991122,0.008877936
228,0.8699326,0.13006741
229,0.0027146589,0.99728537
230,0.863306,0.136694
231,0.05389135,0.94610864
232,0.0011824078,0.9988176
233,0.99844825,0.001551697
234,0.97570705,0.024292996
235,0.0016662586,0.99833375
236,0.99980754,0.00019252834
237,0.2762929,0.72370714
238,0.0,1.0
239,0.765823,0.23417701
240,0.04,0.96
241,0.91848993,0.081510045
242,0.99292,0.007080038
243,0.050763026,0.9492369
244,0.013896309,0.9861037
245,0.99724895,0.002751058
246,0.03,0.97
247,0.9985102,0.0014898103
248,0.92984974,0.07015026
249,0.9916699,0.00833016
250,0.0032523428,0.9967476
251,0.24845771,0.75154227
252,0.0,1.0
253,0.99692094,0.0030791059
254,0.0035302928,0.99646974
255,0.9951698,0.0048301546
256,0.95111585,0.048884153
257,0.9857453,0.014254726
258,0.98825574,0.011744324
259,0.651821,0.34817895
260,0.9997204,0.0002795857
261,1.0,0.0
262,0.1,0.9
263,0.96549714,0.03450281
264,0.97105265,0.028947372
265,0.0046905945,0.9953094
266,0.77,0.23
267,0.59,0.41
268,0.15654515,0.84345484
269,0.9953172,0.0046827467
270,0.8788138,0.12118623
271,0.0,1.0
272,0.0,1.0
273,0.0021591904,0.99784076
274,0.07149341,0.9285066
275,0.9823698,0.017630197
276,0.8,0.2
277,0.066504836,0.93349516
278,0.031872783,0.9681272
279,0.025366632,0.9746334
280,0.99810237,0.0018976559
281,0.9987301,0.0012698923
282,0.1883764,0.81162363
283,0.97,0.03
284,0.0028225537,0.9971775
285,0.0031200692,0.99687994
286,0.9288524,0.07114759
287,0.18985601,0.81014395
288,0.89607865,0.10392132
289,0.94212854,0.057871472
290,0.7311013,0.2688987
291,0.6534377,0.3465624
292,0.76,0.24
293,0.9554424,0.04455755
294,0.0007709593,0.9992291
295,0.008635552,0.9913645
296,0.007751435,0.99224854
297,0.121777795,0.87822217
298,0.0017258658,0.9982741
299,0.9591126,0.040887374
300,0.05999798,0.940002
301,0.17338663,0.82661337
302,0.99814427,0.0018557557
303,0.94027555,0.059724446
304,0.019830374,0.9801696
305,0.99702114,0.0029788665
306,0.98659396,0.013406031
307,0.0020155262,0.9979844
308,0.16004096,0.839959
309,0.9464486,0.053551357
310,0.9051667,0.094833285
311,0.8230344,0.17696561
312,0.9341738,0.06582618
313,0.92,0.08
314,0.9805222,0.019477801
315,0.15,0.85
316,0.004680747,0.9953192
317,0.0,1.0
318,0.39540043,0.60459954
319,0.0006994965,0.9993005
320,0.79,0.21
321,0.013353032,0.986647
322,0.75061506,0.24938498
323,0.75,0.25
324,0.19008389,0.8099161
325,0.88670003,0.11329997
326,0.1897935,0.81020653
327,0.9987299,0.0012700767
328,0.0006811146,0.99931896
329,0.032243315,0.9677567
330,0.002661719,0.99733824
331,0.16020225,0.83979774
332,0.03867015,0.9613299
333,0.73,0.27
334,0.35,0.65
335,0.3747505,0.62524956
336,0.99913627,0.00086380454
337,0.97479033,0.025209652
338,0.031289134,0.9687109
339,0.774944,0.22505595
340,0.9591862,0.040813822
341,0.70030856,0.29969147
342,0.99402434,0.005975683
343,0.93,0.07
344,0.057552062,0.9424479
345,0.9998913,0.000108693996
346,0.00077896286,0.99922097
347,0.28,0.72
348,0.04898764,0.9510124
349,0.83,0.17
350,0.9762463,0.023753675
351,0.85,0.15
352,0.99972445,0.00027550675
353,0.68,0.32
354,0.0,1.0
355,0.99703985,0.002960089
356,0.02320772,0.9767923
357,0.005906445,0.9940936
358,0.98867047,0.011329483
359,0.056089718,0.9439103
360,0.851116,0.14888392
361,0.98375654,0.01624345
362,0.9760098,0.023990164
363,0.0,1.0
364,0.12168939,0.8783106
365,0.91,0.09
366,0.98788804,0.012111957
367,0.84,0.16
368,0.83,0.17
369,0.73,0.27
370,0.9934564,0.006543519
371,0.0013678292,0.99863213
372,0.98986924,0.010130804
373,0.11,0.89
374,0.9154276,0.084572345
375,0.9616331,0.038366914
376,0.35423088,0.6457691
377,0.4425798,0.55742013
378,0.7687124,0.23128763
379,0.0015757926,0.9984242
380,0.0009964083,0.9990036
381,0.9996045,0.00039553127
382,0.008353132,0.9916469
383,0.00044429398,0.99955565
384,0.023534225,0.9764657
385,0.0007335145,0.99926645
386,0.9934303,0.006569712
387,0.0002802201,0.9997198
388,0.9335537,0.066446364
389,0.83,0.17
390,0.21646477,0.78353524
391,0.0047441213,0.9952559
392,0.030939516,0.9690605
393,0.8913827,0.10861733
394,0.99773407,0.0022658943
395,0.91,0.09
396,0.25322434,0.7467757
397,0.9712729,0.028727107
398,0.9997533,0.00024666428
399,0.9994703,0.00052967604
400,0.000990657,0.9990094
401,0.91,0.09
402,0.99228936,0.0077106603
403,0.006736944,0.99326307
404,0.021650434,0.97834957
405,0.054158386,0.9458416
406,0.005023723,0.9949763
407,0.03,0.97
408,0.9954444,0.004555586
409,0.9907934,0.009206524
410,0.063804306,0.9361957
411,0.89,0.11
412,0.003281869,0.9967181
413,0.77,0.23
414,0.004773784,0.99522626
415,0.9020025,0.09799748
416,0.14,0.86
417,0.9970482,0.0029518732
418,0.27,0.73
419,0.99921787,0.0007821674
420,0.9753725,0.024627503
421,0.0,1.0
422,0.00069666107,0.99930334
423,0.0055510066,0.994449
424,0.98216957,0.01783044
425,0.8250467,0.1749533
426,0.11344075,0.8865593
427,0.99794453,0.002055431
428,0.0016212737,0.99837875
429,0.8139463,0.18605365
430,0.035176713,0.9648233
431,0.021518722,0.9784813
432,0.29605472,0.7039453
433,0.9151985,0.084801435
434,0.14,0.86
435,0.15691529,0.84308475
436,0.00036472877,0.9996352
437,0.8251148,0.1748852
438,0.014911083,0.9850889
