,0,1
0,0.99999976,2.903398e-07
1,0.0010697366,0.9989303
2,0.0,1.0
3,0.9757558,0.024244187
4,0.0,1.0
5,0.71,0.29
6,0.99281055,0.0071894783
7,0.11,0.89
8,0.0037059989,0.99629396
9,0.14406058,0.85593945
10,1.1698163e-08,1.0
11,0.966227,0.033773016
12,5.818904e-07,0.9999994
13,0.14,0.86
14,0.8236062,0.17639382
15,0.99928623,0.0007137858
16,0.9999236,7.6448494e-05
17,0.02651025,0.97348976
18,0.99985385,0.00014614644
19,0.99900705,0.0009929503
20,0.00056990597,0.9994301
21,2.059566e-09,1.0
22,0.19058989,0.8094101
23,0.99999547,4.523569e-06
24,0.9961857,0.003814273
25,0.9999852,1.4795976e-05
26,1.1541774e-05,0.99998844
27,0.06845583,0.9315441
28,0.9999696,3.040494e-05
29,2.0105267e-07,0.99999976
30,0.29,0.71
31,0.0,1.0
32,0.9990829,0.00091709814
33,0.99935406,0.00064590527
34,0.9994615,0.000538504
35,0.99983,0.00016994822
36,0.7988611,0.2011389
37,0.99999976,2.490072e-07
38,1.7589065e-05,0.99998236
39,0.018158032,0.9818419
40,0.0,1.0
41,0.012926057,0.9870739
42,0.88708085,0.112919144
43,0.18,0.82
44,2.481948e-05,0.9999752
45,0.99940896,0.0005910105
46,1.0686181e-05,0.9999893
47,0.9592041,0.040795874
48,0.6701875,0.32981253
49,1.762835e-07,0.9999999
50,1.0,7.0911814e-09
51,0.9950734,0.0049266233
52,0.0,1.0
53,0.99999595,4.0228447e-06
54,0.9995466,0.00045339053
55,0.99959856,0.00040142192
56,0.01,0.99
57,0.9901506,0.009849465
58,0.062036015,0.937964
59,0.99932635,0.00067368156
60,3.305789e-06,0.99999666
61,0.12903385,0.8709662
62,0.00014989283,0.99985003
63,0.999022,0.0009779586
64,0.99999523,4.752101e-06
65,0.99999297,7.0223773e-06
66,1.0,0.0
67,0.00061421073,0.9993857
68,0.73,0.27
69,0.00032414866,0.99967587
70,0.9999937,6.2923023e-06
71,0.99997663,2.3318222e-05
72,5.991597e-05,0.99994004
73,0.00017823528,0.99982184
74,2.7196043e-07,0.99999976
75,0.99996364,3.630418e-05
76,0.9999993,7.3774487e-07
77,0.15837047,0.8416295
78,0.99980074,0.00019924638
79,0.0,1.0
80,0.99999833,1.7273328e-06
81,0.9487081,0.051291883
82,0.62669104,0.373309
83,0.9999889,1.1054956e-05
84,0.00012733776,0.9998727
85,0.09555138,0.9044486
86,0.99982774,0.00017228056
87,0.012702886,0.98729706
88,0.99996936,3.0615065e-05
89,0.99999964,3.7723336e-07
90,0.9615725,0.038427413
91,0.02,0.98
92,0.99999964,3.4145e-07
93,0.019305984,0.98069406
94,0.0,1.0
95,0.9919784,0.0080216145
96,0.0024840862,0.9975159
97,5.290367e-07,0.9999995
98,0.22,0.78
99,0.9999796,2.0326299e-05
100,0.07268913,0.9273109
101,0.0023542093,0.9976458
102,7.8032435e-06,0.99999225
103,4.0554372e-08,1.0
104,0.9999229,7.7102566e-05
105,0.96387136,0.036128685
106,0.99997425,2.5758429e-05
107,0.1409521,0.8590479
108,0.0049878494,0.9950121
109,0.010091024,0.98990893
110,0.84,0.16
111,0.99978656,0.00021342533
112,0.99998593,1.4060893e-05
113,0.04,0.96
114,0.99957925,0.00042072835
115,1.1984127e-07,0.9999999
116,0.0001778148,0.9998222
117,0.99999917,8.218576e-07
118,0.041980434,0.95801955
119,0.04813669,0.95186335
120,6.690724e-07,0.9999993
121,0.0,1.0
122,0.0025593198,0.9974407
123,0.9944326,0.005567361
124,0.0,1.0
125,0.040150765,0.95984924
126,0.96404004,0.035959926
127,0.0036188648,0.9963812
128,0.9971945,0.0028054805
129,0.017602013,0.982398
130,0.99996984,3.0212788e-05
131,0.9996829,0.0003170771
132,0.9309181,0.06908191
133,0.9997856,0.00021444297
134,0.99985063,0.0001493124
135,0.99110574,0.008894277
136,0.76250625,0.23749375
137,0.0006966518,0.99930334
