,fprs,tprs,thresholds
0,0.0,0.0,2.0
1,0.0,0.011333333333333334,1.0
2,0.0,0.025333333333333333,0.99005973
3,0.0,0.04466666666666667,0.99
4,0.0,0.04533333333333334,0.9898908
5,0.0006666666666666666,0.04533333333333334,0.98971796
6,0.0006666666666666666,0.052,0.98623323
7,0.0013333333333333333,0.052,0.98614734
8,0.0013333333333333333,0.072,0.98215806
9,0.002,0.072,0.98169714
10,0.002,0.084,0.98016113
11,0.002,0.11,0.98
12,0.002,0.158,0.9714173
13,0.0026666666666666666,0.158,0.971226
14,0.0026666666666666666,0.16133333333333333,0.970247
15,0.0026666666666666666,0.18866666666666668,0.97
16,0.0026666666666666666,0.2,0.9679606
17,0.0033333333333333335,0.2,0.96776885
18,0.0033333333333333335,0.23666666666666666,0.9601513
19,0.0033333333333333335,0.2613333333333333,0.96
20,0.0033333333333333335,0.30133333333333334,0.95044816
21,0.004666666666666667,0.3253333333333333,0.95
22,0.004666666666666667,0.3546666666666667,0.94347775
23,0.005333333333333333,0.3546666666666667,0.94339746
24,0.005333333333333333,0.366,0.9400417
25,0.005333333333333333,0.384,0.94
26,0.005333333333333333,0.4033333333333333,0.9339225
27,0.006,0.4033333333333333,0.93383884
28,0.006,0.4146666666666667,0.93022263
29,0.006,0.44133333333333336,0.93
30,0.006666666666666667,0.44133333333333336,0.9299715
31,0.006666666666666667,0.442,0.9297758
32,0.007333333333333333,0.442,0.92959124
33,0.007333333333333333,0.44266666666666665,0.9294659
34,0.008,0.44266666666666665,0.9292862
35,0.008,0.45266666666666666,0.92746735
36,0.008666666666666666,0.45266666666666666,0.9273763
37,0.008666666666666666,0.466,0.92373925
38,0.009333333333333334,0.466,0.92325175
39,0.009333333333333334,0.4686666666666667,0.922253
40,0.010666666666666666,0.4686666666666667,0.9214592
41,0.010666666666666666,0.4713333333333333,0.92054355
42,0.010666666666666666,0.5013333333333333,0.92
43,0.011333333333333334,0.5013333333333333,0.9193053
44,0.011333333333333334,0.5146666666666667,0.91386557
45,0.012,0.5146666666666667,0.9131093
46,0.012,0.518,0.91010165
47,0.013333333333333334,0.54,0.91
48,0.013333333333333334,0.5486666666666666,0.9070768
49,0.014,0.5486666666666666,0.9066427
50,0.014,0.5526666666666666,0.90548277
51,0.014666666666666666,0.5526666666666666,0.9040436
52,0.014666666666666666,0.554,0.90349424
53,0.015333333333333332,0.554,0.90245956
54,0.015333333333333332,0.5593333333333333,0.90073645
55,0.016,0.5593333333333333,0.90032285
56,0.016,0.56,0.90006995
57,0.016,0.58,0.9
58,0.016,0.5926666666666667,0.8902646
59,0.016666666666666666,0.5926666666666667,0.8902453
60,0.017333333333333333,0.6066666666666667,0.89
61,0.017333333333333333,0.608,0.88946
62,0.018,0.608,0.8891699
63,0.018,0.6093333333333333,0.88741845
64,0.018666666666666668,0.6093333333333333,0.8849269
65,0.018666666666666668,0.6106666666666667,0.88471806
66,0.019333333333333334,0.6106666666666667,0.88453186
67,0.019333333333333334,0.616,0.8805749
68,0.02,0.6313333333333333,0.88
69,0.02,0.634,0.87826264
70,0.021333333333333333,0.634,0.8767675
71,0.021333333333333333,0.6346666666666667,0.8764683
72,0.02266666666666667,0.6346666666666667,0.87486225
73,0.02266666666666667,0.64,0.87187123
74,0.023333333333333334,0.64,0.8718029
75,0.023333333333333334,0.6433333333333333,0.8703909
76,0.024666666666666667,0.658,0.87
77,0.024666666666666667,0.666,0.8620191
78,0.024666666666666667,0.682,0.86
79,0.024666666666666667,0.6833333333333333,0.85765845
80,0.026,0.6833333333333333,0.85643744
81,0.026,0.69,0.85039866
82,0.027333333333333334,0.7013333333333334,0.85
83,0.027333333333333334,0.7073333333333334,0.8446185
84,0.028,0.7073333333333334,0.84365267
85,0.029333333333333333,0.7213333333333334,0.84
86,0.03,0.7213333333333334,0.83937895
87,0.03,0.728,0.8307689
88,0.03133333333333333,0.728,0.8302411
89,0.03266666666666666,0.7433333333333333,0.83
90,0.03266666666666666,0.7506666666666667,0.82040066
91,0.034,0.7606666666666667,0.82
92,0.034,0.7653333333333333,0.81047475
93,0.034666666666666665,0.7773333333333333,0.81
94,0.035333333333333335,0.7773333333333333,0.80946505
95,0.035333333333333335,0.778,0.8085269
96,0.036,0.778,0.80782413
97,0.036,0.7793333333333333,0.8032117
98,0.038,0.7866666666666666,0.8
99,0.038,0.788,0.79950255
100,0.03866666666666667,0.788,0.7984957
101,0.03866666666666667,0.79,0.79362255
102,0.03933333333333333,0.79,0.7926557
103,0.03933333333333333,0.7913333333333333,0.79234105
104,0.04,0.798,0.79
105,0.04,0.7993333333333333,0.7862758
106,0.04066666666666666,0.7993333333333333,0.7849367
107,0.04066666666666666,0.8,0.7815173
108,0.042666666666666665,0.8086666666666666,0.78
109,0.042666666666666665,0.8113333333333334,0.77250934
110,0.043333333333333335,0.8146666666666667,0.77
111,0.043333333333333335,0.8173333333333334,0.76045734
112,0.044,0.8246666666666667,0.76
113,0.044,0.8253333333333334,0.7587841
114,0.04733333333333333,0.8253333333333334,0.75430006
115,0.04733333333333333,0.826,0.7537218
116,0.04733333333333333,0.83,0.75
117,0.048,0.83,0.74735755
118,0.048,0.8313333333333334,0.7461173
119,0.04933333333333333,0.8373333333333334,0.74
120,0.04933333333333333,0.838,0.73961973
121,0.050666666666666665,0.838,0.7370545
122,0.050666666666666665,0.8393333333333334,0.7334608
123,0.050666666666666665,0.844,0.73
124,0.050666666666666665,0.8446666666666667,0.72830415
125,0.05266666666666667,0.8466666666666667,0.72
126,0.05266666666666667,0.848,0.71358263
127,0.05333333333333334,0.854,0.71
128,0.05333333333333334,0.856,0.7001234
129,0.05333333333333334,0.8613333333333333,0.7
130,0.05333333333333334,0.8633333333333333,0.6919322
131,0.05333333333333334,0.868,0.69
132,0.05333333333333334,0.87,0.681117
133,0.054,0.8726666666666667,0.68
134,0.054,0.8733333333333333,0.6710013
135,0.054,0.8753333333333333,0.67
