237,173
237,174
237,261
237,244
237,215
237,197
237,131
237,54
620,275
622,275
16,210
286,271
703,270
256,270
257,270
703,58
256,58
257,58
230,58
765,58
286,262
569,165
226,165
569,140
219,57
522,11
269,11
268,11
522,2
269,2
268,2
651,265
43,252
234,89
233,89
353,255
589,201
592,201
593,201
594,201
595,201
31,201
247,211
453,159
471,18
345,51
502,240
153,106
342,9
343,9
628,9
631,9
133,136
353,145
62,93
493,93
511,93
520,93
519,93
82,93
435,93
394,93
62,87
617,87
616,87
511,87
520,87
519,87
480,87
482,87
481,87
435,87
394,87
339,144
173,144
60,144
421,144
420,144
703,172
256,172
257,172
233,245
233,60
699,216
254,216
542,241
540,241
536,48
536,259
339,217
493,217
655,217
511,217
520,217
519,217
82,217
421,217
420,217
394,217
636,139
507,202
506,202
505,202
21,202
502,27
160,27
620,195
622,195
477,195
730,195
729,195
565,198
567,198
566,198
391,249
565,249
567,249
566,249
703,260
765,260
703,250
105,8
469,8
468,8
104,8
103,8
101,8
629,8
47,8
502,230
160,230
731,19
564,19
522,213
721,16
249,107
243,110
242,110
266,71
548,189
348,90
347,90
680,90
714,190
715,190
714,128
715,128
596,132
699,132
294,102
463,111
461,111
118,111
119,111
574,111
575,111
290,111
571,111
463,85
294,85
461,85
118,85
119,85
703,75
134,186
6,84
69,84
69,142
6,50
440,50
69,50
502,68
528,68
620,220
622,220
621,220
172,105
107,105
106,105
533,105
18,105
167,105
163,105
276,105
728,105
727,105
85,179
760,179
648,179
553,179
554,179
172,218
107,218
106,218
533,218
18,218
163,218
502,218
699,123
382,123
326,44
26,238
27,238
370,253
85,272
18,272
532,272
463,125
126,125
121,125
123,125
118,125
514,125
513,125
694,125
620,134
622,134
621,134
618,134
120,134
188,134
120,248
188,248
286,116
3,1
143,1
140,1
142,1
141,1
137,1
143,3
140,3
142,3
141,3
137,3
3,10
143,10
140,10
142,10
141,10
137,10
202,79
353,82
497,177
143,72
140,72
142,72
141,72
137,72
490,194
617,194
616,194
173,194
511,194
520,194
519,194
480,194
482,194
481,194
82,194
200,194
421,194
420,194
294,194
435,194
394,194
699,23
85,23
254,23
87,206
76,206
177,206
179,206
178,206
174,206
176,206
515,256
