1296 	266 
1190 	265 
1441 	264 
600 	264 
1438 	264 
770 	264 
771 	264 
773 	264 
1447 	264 
1628 	264 
1439 	264 
772 	264 
1446 	264 
1296 	264 
1440 	264 
1442 	264 
768 	264 
1444 	264 
769 	264 
1443 	264 
1443 	263 
1447 	263 
1444 	263 
1441 	263 
1442 	263 
1296 	263 
772 	263 
1446 	263 
1439 	263 
768 	263 
773 	263 
1445 	263 
600 	263 
1440 	263 
1628 	263 
1438 	263 
771 	263 
1224 	262 
1227 	262 
1225 	262 
1229 	262 
495 	262 
1228 	262 
496 	262 
1226 	262 
601 	261 
493 	261 
492 	261 
1335 	261 
1334 	261 
552 	261 
1336 	261 
658 	261 
630 	261 
629 	261 
875 	261 
499 	261 
884 	261 
876 	261 
883 	261 
885 	261 
582 	261 
581 	261 
602 	261 
678 	261 
375 	260 
875 	259 
1296 	259 
876 	259 
341 	258 
551 	258 
369 	258 
1511 	258 
1370 	258 
340 	258 
638 	258 
1380 	258 
1383 	258 
884 	258 
1373 	258 
1367 	258 
637 	258 
946 	258 
1027 	258 
1372 	258 
1363 	258 
947 	258 
1369 	258 
1368 	258 
1364 	258 
379 	258 
1025 	258 
1540 	258 
1024 	258 
1381 	258 
1068 	258 
883 	258 
1384 	258 
1376 	258 
1612 	258 
885 	258 
1366 	258 
1374 	258 
1253 	258 
1379 	258 
1296 	258 
1378 	258 
1512 	258 
1371 	258 
1628 	258 
1254 	258 
1382 	258 
1377 	258 
1028 	258 
1026 	258 
947 	257 
369 	257 
340 	257 
1365 	257 
1383 	257 
1370 	257 
637 	257 
341 	257 
1378 	257 
1384 	257 
1363 	257 
551 	257 
1254 	257 
883 	257 
1372 	257 
885 	257 
1375 	257 
1373 	257 
1380 	257 
1025 	257 
1628 	257 
1027 	257 
1381 	257 
1379 	257 
1253 	257 
1364 	257 
1366 	257 
1371 	257 
884 	257 
379 	257 
1368 	257 
1512 	257 
1026 	257 
1540 	257 
1069 	257 
1374 	257 
1028 	257 
1068 	257 
1369 	257 
1367 	257 
1296 	257 
946 	257 
638 	257 
1511 	257 
378 	257 
1612 	257 
1024 	257 
900 	256 
320 	256 
897 	256 
904 	256 
325 	256 
881 	256 
911 	256 
461 	256 
914 	256 
1632 	256 
360 	256 
327 	256 
913 	256 
1633 	256 
678 	256 
919 	256 
1252 	256 
925 	256 
924 	256 
903 	256 
558 	256 
460 	256 
1296 	256 
1306 	256 
916 	256 
894 	256 
908 	256 
1295 	256 
922 	256 
921 	256 
915 	256 
889 	256 
1628 	256 
906 	256 
902 	256 
984 	256 
923 	256 
401 	256 
898 	256 
891 	256 
1104 	256 
1307 	256 
322 	256 
901 	256 
520 	256 
909 	256 
321 	256 
1156 	256 
1577 	256 
1251 	256 
896 	256 
1460 	256 
892 	256 
890 	256 
888 	256 
326 	256 
521 	256 
905 	256 
882 	256 
1576 	256 
986 	256 
899 	256 
462 	256 
910 	256 
907 	256 
895 	256 
867 	256 
893 	256 
298 	255 
469 	255 
1046 	255 
299 	255 
470 	255 
988 	255 
1157 	255 
438 	255 
987 	255 
597 	255 
989 	255 
365 	254 
866 	254 
995 	254 
595 	254 
366 	254 
678 	254 
997 	254 
993 	254 
996 	254 
991 	254 
1480 	254 
994 	254 
992 	254 
364 	254 
997 	253 
365 	253 
995 	253 
290 	253 
991 	253 
990 	253 
364 	253 
993 	253 
595 	253 
678 	253 
996 	253 
992 	253 
243 	252 
1287 	252 
1628 	252 
1009 	252 
358 	252 
863 	252 
1288 	252 
879 	252 
865 	252 
675 	252 
1156 	252 
244 	252 
878 	252 
1290 	252 
1576 	252 
460 	252 
535 	252 
833 	252 
864 	252 
1294 	252 
1289 	252 
880 	252 
1626 	252 
834 	252 
288 	252 
1296 	252 
835 	252 
461 	252 
287 	252 
1577 	252 
357 	252 
243 	251 
461 	251 
1156 	251 
232 	251 
453 	251 
