,pres,recs,thresholds_prc
0,0.7720020586721564,1.0,0.1007649376988411
1,0.7718846549948507,0.9993333333333333,0.10128496587276459
2,0.7722823286965482,0.9993333333333333,0.10178037732839584
3,0.772680412371134,0.9993333333333333,0.10230181366205215
4,0.7730789066529139,0.9993333333333333,0.10232927650213242
5,0.7734778121775026,0.9993333333333333,0.10358190536499023
6,0.7738771295818275,0.9993333333333333,0.10555937141180038
7,0.7742768595041323,0.9993333333333333,0.1080501601099968
8,0.7746770025839793,0.9993333333333333,0.10955049842596054
9,0.7750775594622544,0.9993333333333333,0.10999999940395355
10,0.780322748568454,0.9993333333333333,0.11082726716995239
11,0.7807291666666667,0.9993333333333333,0.11205006390810013
12,0.7811360083376758,0.9993333333333333,0.1144079938530922
13,0.7815432742440042,0.9993333333333333,0.11578302830457687
14,0.7819509650495566,0.9993333333333333,0.11999999731779099
15,0.7848167539267016,0.9993333333333333,0.12108279019594193
16,0.785227867993714,0.9993333333333333,0.12297989428043365
17,0.7856394129979035,0.9993333333333333,0.12365074455738068
18,0.7860513896171998,0.9993333333333333,0.12461540102958679
19,0.7864637985309548,0.9993333333333333,0.1272769719362259
20,0.7868766404199475,0.9993333333333333,0.12999999523162842
21,0.7935415563790366,0.9993333333333333,0.13081330060958862
22,0.7939618644067796,0.9993333333333333,0.13117702305316925
23,0.7938526762056174,0.9986666666666667,0.13359609246253967
24,0.7942735949098622,0.9986666666666667,0.13380782306194305
25,0.7946949602122015,0.9986666666666667,0.13864172995090485
26,0.7951167728237792,0.9986666666666667,0.14000000059604645
27,0.7972325705162321,0.9986666666666667,0.1451529562473297
28,0.7976570820021299,0.9986666666666667,0.14789575338363647
29,0.7980820458177944,0.9986666666666667,0.14914801716804504
30,0.7985074626865671,0.9986666666666667,0.1493641436100006
31,0.7989333333333334,0.9986666666666667,0.1493818312883377
32,0.7993596584845251,0.9986666666666667,0.15000000596046448
33,0.8071120689655172,0.9986666666666667,0.15414336323738098
34,0.8070080862533693,0.998,0.15487761795520782
35,0.8074433656957929,0.998,0.15560835599899292
36,0.8078791149487318,0.998,0.15816400945186615
37,0.8083153347732182,0.998,0.1599999964237213
38,0.8105035192203573,0.998,0.16028419137001038
39,0.8109425785482124,0.998,0.16290909051895142
40,0.8113821138211382,0.998,0.16303229331970215
41,0.811822125813449,0.998,0.1647149622440338
42,0.8122626153011394,0.998,0.16557633876800537
43,0.8127035830618893,0.998,0.16695445775985718
44,0.8131450298750679,0.998,0.17000000178813934
45,0.8166939443535188,0.998,0.17927256226539612
46,0.8165938864628821,0.9973333333333333,0.18000000715255737
47,0.8206253428414702,0.9973333333333333,0.18038098514080048
48,0.8210757409440176,0.9973333333333333,0.18704816699028015
49,0.8215266337177375,0.9973333333333333,0.1899999976158142
50,0.824696802646086,0.9973333333333333,0.20000000298023224
51,0.8287139689578714,0.9966666666666667,0.2011386603116989
52,0.8291735995562951,0.9966666666666667,0.2038516253232956
53,0.8296337402885683,0.9966666666666667,0.20686854422092438
54,0.830094392004442,0.9966666666666667,0.20999999344348907
55,0.8333333333333334,0.9966666666666667,0.2163200080394745
56,0.833798103736754,0.9966666666666667,0.2199999988079071
57,0.835195530726257,0.9966666666666667,0.22183769941329956
58,0.8356623812185578,0.9966666666666667,0.2289096862077713
59,0.8355704697986577,0.996,0.23000000417232513
60,0.8383838383838383,0.996,0.23847584426403046
61,0.8388545760808535,0.996,0.23999999463558197
62,0.8412162162162162,0.996,0.24012088775634766
63,0.8411267605633803,0.9953333333333333,0.24095571041107178
64,0.8416009019165727,0.9953333333333333,0.25
65,0.84255079006772,0.9953333333333333,0.25034043192863464
66,0.8430265386787126,0.9953333333333333,0.25999999046325684
67,0.8438914027149321,0.9946666666666667,0.26730209589004517
68,0.8438030560271647,0.994,0.27000001072883606
69,0.8447592067988668,0.994,0.2735542356967926
70,0.8452380952380952,0.994,0.27629467844963074
71,0.845150311968236,0.9933333333333333,0.27690389752388
72,0.8456299659477866,0.9933333333333333,0.27848294377326965
73,0.845542305508234,0.9926666666666667,0.2789880633354187
74,0.8460227272727273,0.9926666666666667,0.27966758608818054
75,0.8465036952814099,0.9926666666666667,0.2800000011920929
76,0.8474672737620945,0.9926666666666667,0.28999999165534973
77,0.8498858447488584,0.9926666666666667,0.2919563055038452
78,0.8503712164477442,0.9926666666666667,0.29401618242263794
79,0.8502857142857143,0.992,0.30000001192092896
80,0.8532110091743119,0.992,0.3002737760543823
81,0.8537005163511188,0.992,0.3062906265258789
82,0.8541905855338691,0.992,0.30694064497947693
83,0.8546812176909822,0.992,0.3100000023841858
84,0.855664174813111,0.992,0.3151720464229584
85,0.8555811277330264,0.9913333333333333,0.3172094523906708
86,0.8554979850316637,0.9906666666666667,0.3173121213912964
87,0.8554147465437788,0.99,0.3199999928474426
88,0.8567302137492778,0.9886666666666667,0.3221356272697449
89,0.8572254335260115,0.9886666666666667,0.33000001311302185
90,0.8591304347826086,0.988,0.3350023627281189
91,0.8590487238979119,0.9873333333333333,0.33602821826934814
92,0.8595473012188044,0.9873333333333333,0.3466097116470337
93,0.859465737514518,0.9866666666666667,0.3499999940395355
94,0.8609656777196044,0.9866666666666667,0.3569490909576416
95,0.8614668218859138,0.9866666666666667,0.36000001430511475
96,0.8619685497961561,0.9866666666666667,0.3700000047683716
97,0.8629737609329446,0.9866666666666667,0.37130728363990784
98,0.8634772462077013,0.9866666666666667,0.3799999952316284
99,0.864406779661017,0.986,0.38024285435676575
100,0.8649122807017544,0.986,0.3865561783313751
101,0.8654183733177296,0.986,0.38999998569488525
102,0.8659250585480094,0.986,0.39068228006362915
103,0.8664323374340949,0.986,0.3944460451602936
104,0.8663540445486518,0.9853333333333333,0.4000000059604645
105,0.8672930123311803,0.9846666666666667,0.4006464183330536
106,0.8672150411280846,0.984,0.40401217341423035
107,0.8671369782480893,0.9833333333333333,0.4099999964237213
108,0.8670588235294118,0.9826666666666667,0.4380788505077362
109,0.8675691583284285,0.9826666666666667,0.44099563360214233
110,0.8674911660777385,0.982,0.46000000834465027
111,0.868002357100766,0.982,0.5463718771934509
112,0.8679245283018868,0.9813333333333333,0.5592550039291382
113,0.8684365781710914,0.9813333333333333,0.5596838593482971
114,0.8683589138134593,0.9806666666666667,0.5615625977516174
115,0.8682811577082102,0.98,0.5636945366859436
116,0.8687943262411347,0.98,0.5700860619544983
117,0.8687167356593731,0.9793333333333333,0.5883286595344543
118,0.8692307692307693,0.9793333333333333,0.5885618329048157
119,0.8697454114860864,0.9793333333333333,0.5899999737739563
120,0.8696682464454977,0.9786666666666667,0.5950974822044373
121,0.8701837581505631,0.9786666666666667,0.5976956486701965
122,0.8706998813760379,0.9786666666666667,0.6000000238418579
123,0.8712166172106824,0.9786666666666667,0.6000721454620361
124,0.8711401425178147,0.978,0.6089828014373779
125,0.8710635769459298,0.9773333333333334,0.6184108853340149
126,0.8715814506539834,0.9773333333333334,0.6200000047683716
127,0.8715050565139798,0.9766666666666667,0.6299999952316284
128,0.8720238095238095,0.9766666666666667,0.6330647468566895
129,0.8719475878499107,0.976,0.637112021446228
130,0.8724672228843862,0.976,0.6377829909324646
131,0.8729874776386404,0.976,0.6399999856948853
132,0.8729116945107399,0.9753333333333334,0.6420183181762695
133,0.8734328358208955,0.9753333333333334,0.6469440460205078
134,0.8739545997610514,0.9753333333333334,0.6483055353164673
135,0.8738792588164973,0.9746666666666667,0.6499999761581421
136,0.8738038277511961,0.974,0.6569403409957886
137,0.874326750448833,0.974,0.6589534878730774
138,0.8748502994011976,0.974,0.6600000262260437
139,0.8752249550089982,0.9726666666666667,0.6602471470832825
140,0.8751500600240096,0.972,0.6604396104812622
141,0.8750750750750751,0.9713333333333334,0.6610086560249329
142,0.8756009615384616,0.9713333333333334,0.6639678478240967
143,0.8761274804570054,0.9713333333333334,0.6665793657302856
144,0.8766546329723225,0.9713333333333334,0.6685941815376282
145,0.8771824202287778,0.9713333333333334,0.6700000166893005
146,0.8782399035563593,0.9713333333333334,0.6706150770187378
