,0,1
0,0.83476734,0.16523264
1,0.0012739671,0.99872607
2,3.2592707e-05,0.99996746
3,0.9897205,0.010279438
4,6.9419286e-07,0.9999993
5,0.96887994,0.031120023
6,2.026079e-05,0.99997973
7,0.85219544,0.14780456
8,0.07957578,0.92042416
9,0.00067089056,0.9993291
10,0.999969,3.104538e-05
11,0.0055976277,0.99440235
12,0.0,1.0
13,0.0,1.0
14,4.7475305e-06,0.99999523
15,0.00029442387,0.9997055
16,0.19,0.81
17,0.99865294,0.0013470312
18,8.3701925e-09,1.0
19,0.89,0.11
20,0.9507197,0.049280256
21,0.9999949,5.16879e-06
22,0.07399893,0.926001
23,0.99957556,0.00042439942
24,0.9998115,0.00018852942
25,0.0005387538,0.99946123
26,6.941446e-05,0.9999306
27,0.99990046,9.950195e-05
28,0.17744775,0.8225522
29,0.56,0.44
30,3.9427694e-05,0.99996054
31,0.9977253,0.0022746616
32,0.9999602,3.9760907e-05
33,0.0,1.0
34,0.73,0.27
35,8.586471e-07,0.99999917
36,0.81510043,0.18489958
37,0.9966524,0.0033475712
38,0.9996325,0.00036750492
39,1.0,1.9885094e-08
40,1.1971677e-07,0.9999999
41,0.014649738,0.98535025
42,0.13452224,0.8654778
43,0.00024268779,0.99975735
44,0.097100295,0.9028997
45,0.95457286,0.04542706
46,0.9974642,0.0025357842
47,0.9922655,0.0077344584
48,6.225056e-07,0.9999994
49,0.0003791501,0.9996208
50,0.99816066,0.0018393217
51,0.9968245,0.0031754738
52,8.13392e-06,0.9999919
53,0.06,0.94
54,3.7493364e-06,0.9999963
55,0.04,0.96
56,0.03008436,0.9699156
57,0.97075653,0.02924353
58,0.99999976,2.3116492e-07
59,0.021708611,0.9782914
60,0.94305086,0.05694912
61,0.9989814,0.0010185504
62,0.9992644,0.0007356114
63,0.0071369577,0.992863
64,0.97,0.03
65,0.9999999,1.4164156e-07
66,0.9992124,0.00078760635
67,0.99,0.01
68,0.002208849,0.9977912
69,0.0,1.0
70,0.24129984,0.7587002
71,0.2,0.8
72,0.038768645,0.9612313
73,0.99989295,0.000107081505
74,0.9401945,0.059805527
75,0.894578,0.10542207
76,0.01,0.99
77,1.6369413e-06,0.99999833
78,0.0011875029,0.99881256
79,0.0024400824,0.9975599
80,0.0037160867,0.99628395
81,0.013138783,0.9868613
82,0.00025010327,0.99974984
83,0.0011319078,0.9988681
84,0.0,1.0
85,0.00013370554,0.99986625
86,0.9999883,1.1631621e-05
87,0.017757107,0.98224294
88,0.008467401,0.9915326
89,1.1776419e-05,0.9999882
90,0.92,0.08
91,0.95732576,0.04267424
92,1.9939002e-05,0.9999801
93,0.01,0.99
94,0.9866527,0.013347361
95,0.00027634698,0.9997236
96,0.71791565,0.28208435
97,0.07908132,0.9209187
98,0.000590765,0.9994092
99,0.99997735,2.2632366e-05
100,0.9894728,0.010527188
101,0.00016933128,0.9998306
102,0.0,1.0
103,0.93125635,0.06874368
104,0.9784112,0.021588797
105,0.08374543,0.91625464
106,0.012762559,0.98723745
107,0.13,0.87
108,4.208031e-06,0.9999958
109,0.12473979,0.87526023
110,0.91985345,0.08014657
111,0.99893004,0.0010699782
112,0.99999905,9.136102e-07
113,0.00013954821,0.9998604
114,0.9996861,0.00031388088
115,0.9999887,1.1359242e-05
116,0.85,0.15
117,0.9991304,0.00086958945
118,0.0036485824,0.99635136
119,0.001892071,0.9981079
120,0.9999782,2.1816433e-05
121,0.79,0.21
122,1.808219e-07,0.99999976
123,0.17677547,0.82322454
124,0.9999627,3.725557e-05
125,3.0144347e-05,0.99996984
126,0.005649409,0.9943506
127,0.9999554,4.4547774e-05
128,0.0055516153,0.9944484
129,2.6012493e-05,0.999974
130,0.99999166,8.373208e-06
131,0.99997747,2.25359e-05
132,1.845174e-07,0.99999976
133,0.00020900938,0.99979097
134,0.0,1.0
135,0.9892207,0.010779308
136,0.9908057,0.009194329
137,0.97827303,0.021727
138,0.00023337983,0.99976665
139,1.7200511e-05,0.99998283
140,0.9999999,1.1601798e-07
141,0.9983669,0.0016330907
142,0.0,1.0
143,4.0790856e-05,0.99995923
144,0.019103125,0.98089683
145,0.070919804,0.92908025
146,0.00039067518,0.9996093
147,0.7934343,0.20656574
148,0.036362745,0.9636373
149,0.9999888,1.1175735e-05
150,0.9501466,0.04985339
151,2.2918913e-09,1.0
