,pres,recs,thresholds_prc
0,0.6510416666666666,1.0,0.0005506394663825631
1,0.6508901432913591,0.9993333333333333,0.0005560963763855398
2,0.6511728931364031,0.9993333333333333,0.0005573252565227449
3,0.6514558887440244,0.9993333333333333,0.0005632996908389032
4,0.6517391304347826,0.9993333333333333,0.0005788024282082915
5,0.6520226185297956,0.9993333333333333,0.0005832973401993513
6,0.6523063533507397,0.9993333333333333,0.0006119535537436604
7,0.652590335219852,0.9993333333333333,0.0006136336014606059
8,0.6528745644599303,0.9993333333333333,0.0006139545002952218
9,0.6531590413943356,0.9993333333333333,0.0006162463105283678
10,0.6534437663469922,0.9993333333333333,0.0006351909250952303
11,0.6537287396423899,0.9993333333333333,0.0006385971792042255
12,0.6540139616055847,0.9993333333333333,0.0006402074359357357
13,0.6542994325621999,0.9993333333333333,0.0006405040621757507
14,0.654585152838428,0.9993333333333333,0.0006515612476505339
15,0.654871122761031,0.9993333333333333,0.0006644346867688
16,0.6551573426573427,0.9993333333333333,0.0006682220264337957
17,0.6554438128552689,0.9993333333333333,0.0006718304357491434
18,0.6557305336832896,0.9993333333333333,0.0006877616979181767
19,0.6560175054704596,0.9993333333333333,0.0007090701255947351
20,0.6563047285464098,0.9993333333333333,0.0007177212391979992
21,0.6565922032413491,0.9993333333333333,0.0007264833548106253
22,0.6568799298860648,0.9993333333333333,0.0007266291067935526
23,0.6571679088119246,0.9993333333333333,0.0007287660846486688
24,0.6574561403508772,0.9993333333333333,0.0007475597085431218
25,0.6577446248354542,0.9993333333333333,0.0007515362231060863
26,0.6580333625987709,0.9993333333333333,0.0007528074202127755
27,0.6583223539745279,0.9993333333333333,0.0007756105624139309
28,0.6586115992970123,0.9993333333333333,0.0007932686130516231
29,0.6589010989010989,0.9993333333333333,0.0008144043968059123
30,0.6591908531222516,0.9993333333333333,0.0008184709004126489
31,0.6594808622965244,0.9993333333333333,0.0008319648331962526
32,0.6597711267605634,0.9993333333333333,0.0008369217393919826
33,0.6600616468516072,0.9993333333333333,0.0008419569348916411
34,0.660352422907489,0.9993333333333333,0.0008449063752777874
35,0.6606434552666373,0.9993333333333333,0.0008545259479433298
36,0.6609347442680776,0.9993333333333333,0.0008754744194447994
37,0.6612262902514336,0.9993333333333333,0.000881210551597178
38,0.6615180935569285,0.9993333333333333,0.0008852792670950294
39,0.6618101545253863,0.9993333333333333,0.0009543325286358595
40,0.6621024734982333,0.9993333333333333,0.0009789729956537485
41,0.6623950508174989,0.9993333333333333,0.0009885154431685805
42,0.6626878868258178,0.9993333333333333,0.001024595694616437
43,0.6629809818664307,0.9993333333333333,0.0010618779342621565
44,0.6632743362831859,0.9993333333333333,0.0010955234756693244
45,0.6635679504205401,0.9993333333333333,0.001120537519454956
46,0.6638618246235607,0.9993333333333333,0.0011361873475834727
47,0.6641559592379265,0.9993333333333333,0.0011463157134130597
48,0.6644503546099291,0.9993333333333333,0.001161433756351471
49,0.6647450110864745,0.9993333333333333,0.0012020114809274673
50,0.6650399290150842,0.9993333333333333,0.0012056902050971985
51,0.665335108743897,0.9993333333333333,0.001214034273289144
52,0.6656305506216696,0.9993333333333333,0.001230392255820334
53,0.6659262549977788,0.9993333333333333,0.001266414183191955
54,0.6662222222222223,0.9993333333333333,0.0012866503093391657
55,0.6665184526456203,0.9993333333333333,0.0013091480359435081
56,0.666814946619217,0.9993333333333333,0.0013416130095720291
57,0.6671117044948821,0.9993333333333333,0.001348269754089415
58,0.6674087266251113,0.9993333333333333,0.0013755477266386151
59,0.6677060133630289,0.9993333333333333,0.001392571721225977
60,0.6680035650623886,0.9993333333333333,0.0014045560965314507
61,0.6683013820775747,0.9993333333333333,0.0014600139111280441
62,0.6685994647636039,0.9993333333333333,0.0014736679149791598
63,0.6688978134761268,0.9993333333333333,0.0014964796137064695
64,0.6691964285714286,0.9993333333333333,0.0014989710180088878
65,0.6694953104064314,0.9993333333333333,0.0015406374586746097
66,0.6697944593386953,0.9993333333333333,0.0016021446790546179
67,0.6700938757264193,0.9993333333333333,0.0016278830589726567
68,0.6703935599284436,0.9993333333333333,0.0017358589684590697
69,0.6706935123042506,0.9993333333333333,0.0017532837809994817
70,0.6709937332139659,0.9993333333333333,0.0017801886424422264
71,0.671294223018361,0.9993333333333333,0.0017941404366865754
72,0.671594982078853,0.9993333333333333,0.0017984820296987891
73,0.6718960107575078,0.9993333333333333,0.001816162490285933
74,0.6721973094170404,0.9993333333333333,0.0018785130232572556
75,0.6724988784208165,0.9993333333333333,0.0018862950382754207
76,0.6728007181328546,0.9993333333333333,0.0019284005975350738
77,0.6726537943421643,0.9986666666666667,0.0019288274925202131
78,0.6729559748427673,0.9986666666666667,0.0019692557398229837
79,0.6732584269662921,0.9986666666666667,0.0019964086823165417
80,0.6735611510791367,0.9986666666666667,0.002093956107273698
81,0.6738641475483581,0.9986666666666667,0.002104481216520071
82,0.6741674167416741,0.9986666666666667,0.00214863452129066
83,0.6744709590274651,0.9986666666666667,0.0021544841583818197
84,0.6747747747747748,0.9986666666666667,0.0021590753458440304
85,0.6750788643533123,0.9986666666666667,0.0021638451144099236
86,0.6753832281334535,0.9986666666666667,0.002191632753238082
87,0.6756878664862427,0.9986666666666667,0.002202940173447132
88,0.6759927797833934,0.9986666666666667,0.002244309987872839
89,0.6762979683972912,0.9986666666666667,0.002246204065158963
90,0.6766034327009937,0.9986666666666667,0.002258187858387828
91,0.6769091730682332,0.9986666666666667,0.002280072309076786
92,0.6772151898734177,0.9986666666666667,0.0024063908495008945
93,0.6775214834916328,0.9986666666666667,0.0024558778386563063
94,0.6778280542986426,0.9986666666666667,0.0024806491564959288
95,0.6781349026708918,0.9986666666666667,0.0025086577516049147
96,0.6784420289855072,0.9986666666666667,0.0025963587686419487
97,0.678749433620299,0.9986666666666667,0.0026241601444780827
98,0.6790571169537625,0.9986666666666667,0.002638098318129778
99,0.6793650793650794,0.9986666666666667,0.002770275343209505
100,0.6796733212341198,0.9986666666666667,0.002886770060285926
101,0.6799818429414435,0.9986666666666667,0.0029140261467546225
102,0.6802906448683016,0.9986666666666667,0.0030382713302969933
103,0.6805997273966379,0.9986666666666667,0.0030609085224568844
104,0.6809090909090909,0.9986666666666667,0.003130644094198942
105,0.681218735788995,0.9986666666666667,0.0032206575851887465
106,0.6815286624203821,0.9986666666666667,0.003231564536690712
107,0.6818388711879836,0.9986666666666667,0.0038292971439659595
108,0.6821493624772313,0.9986666666666667,0.00387779762968421
109,0.6824601366742596,0.9986666666666667,0.003879689844325185
110,0.682771194165907,0.9986666666666667,0.003973513375967741
111,0.6830825353397173,0.9986666666666667,0.003986334893852472
112,0.6833941605839416,0.9986666666666667,0.004014097154140472
113,0.6837060702875399,0.9986666666666667,0.004052464850246906
114,0.6840182648401827,0.9986666666666667,0.004088083282113075
115,0.6843307446322522,0.9986666666666667,0.004148420412093401
116,0.6846435100548446,0.9986666666666667,0.004183860961347818
