363,230
10,178
212,49
416,226
140,226
141,226
416,44
140,44
141,44
126,44
330,143
124,143
330,121
118,43
296,6
148,6
296,1
148,1
127,72
342,170
344,170
345,170
346,170
347,170
21,170
87,88
369,5
41,75
280,75
290,75
294,75
293,75
41,70
359,70
290,70
294,70
293,70
271,70
273,70
272,70
94,125
235,125
234,125
416,150
140,150
141,150
307,184
308,184
303,184
6,184
305,184
312,205
280,185
388,185
290,185
294,185
293,185
235,185
234,185
288,171
287,171
14,171
363,166
427,166
426,166
329,212
328,212
416,219
416,213
61,4
265,4
264,4
60,4
59,4
57,4
367,4
31,4
428,12
296,181
137,89
133,92
132,92
146,56
193,73
401,73
420,161
420,109
260,93
259,93
68,93
69,93
333,93
163,93
260,68
259,68
68,68
69,68
416,59
45,67
45,123
45,36
212,105
212,193
212,103
212,102
306,87
12,87
307,87
308,87
6,87
305,87
90,87
154,87
306,186
12,186
90,186
213,104
212,104
16,202
17,202
12,227
304,227
260,106
71,106
73,106
68,106
292,106
411,106
363,115
362,115
360,115
70,115
70,211
283,154
359,165
94,165
290,165
294,165
293,165
271,165
273,165
272,165
235,165
234,165
46,175
97,175
99,175
98,175
95,175
296,216
440,216
148,216
308,142
303,142
6,142
305,142
166,131
64,131
63,131
391,157
430,60
153,3
271,19
273,19
272,19
296,148
212,148
416,189
135,189
140,189
141,189
416,119
191,173
423,31
421,31
424,31
432,31
10,32
307,32
308,32
6,32
305,32
440,28
416,81
307,38
308,38
303,38
6,38
305,38
10,71
280,71
10,163
280,163
52,151
22,151
85,151
317,151
422,151
20,151
328,151
107,151
143,151
144,151
113,151
188,151
90,151
52,152
22,152
85,152
317,152
422,152
20,152
328,152
107,152
143,152
144,152
113,152
188,152
90,152
52,220
22,220
85,220
317,220
422,220
20,220
328,220
107,220
143,220
144,220
113,220
188,220
90,220
52,208
22,208
85,208
317,208
422,208
20,208
328,208
107,208
143,208
144,208
113,208
188,208
90,208
52,183
22,183
85,183
317,183
422,183
20,183
328,183
107,183
143,183
144,183
113,183
188,183
90,183
52,168
22,168
85,168
317,168
422,168
20,168
328,168
107,168
143,168
144,168
113,168
188,168
90,168
52,112
22,112
85,112
317,112
422,112
20,112
328,112
107,112
143,112
144,112
113,112
188,112
90,112
52,40
22,40
85,40
317,40
422,40
20,40
328,40
107,40
143,40
144,40
113,40
188,40
90,40
159,230
122,230
427,230
183,230
31,230
194,230
159,49
368,49
102,49
277,49
44,49
267,49
123,49
106,226
216,226
298,226
72,226
142,226
22,226
429,226
370,226
139,226
42,226
408,226
126,226
285,226
315,226
135,226
335,226
247,226
435,226
360,226
334,226
4,226
186,226
291,226
181,44
106,44
216,44
298,44
72,44
142,44
122,44
22,44
429,44
370,44
139,44
42,44
408,44
350,44
285,44
315,44
135,44
335,44
247,44
435,44
334,44
4,44
186,44
291,44
213,221
337,221
37,221
72,221
288,221
167,221
22,221
206,221
358,221
388,221
324,221
139,221
96,221
26,221
355,221
335,221
269,221
257,221
56,221
88,221
291,221
218,221
139,143
302,143
88,143
230,143
139,121
124,121
302,121
88,121
230,121
327,139
131,139
323,139
88,139
94,43
190,43
328,43
115,43
110,43
96,43
411,43
323,43
360,43
145,43
182,55
221,55
351,55
170,55
425,55
96,55
418,55
117,55
29,55
