,fprs,tprs,thresholds
0,0.0,0.0,2.0
1,0.002527075812274368,0.10657514450867052,1.0
2,0.002888086642599278,0.11560693641618497,0.9999999
3,0.003249097472924188,0.11813583815028902,0.99999976
4,0.0036101083032490976,0.12138728323699421,0.99999964
5,0.0036101083032490976,0.12608381502890173,0.9999995
6,0.003971119133574007,0.12752890173410406,0.9999994
7,0.004332129963898917,0.12861271676300579,0.9999993
8,0.004693140794223827,0.13041907514450868,0.99999917
9,0.005054151624548736,0.1315028901734104,0.99999905
10,0.005054151624548736,0.1329479768786127,0.9999989
11,0.005054151624548736,0.13367052023121387,0.9999988
12,0.005415162454873646,0.13583815028901733,0.9999987
13,0.005415162454873646,0.13619942196531792,0.99999857
14,0.005415162454873646,0.1369219653179191,0.99999845
15,0.005415162454873646,0.13800578034682082,0.99999833
16,0.005415162454873646,0.13945086705202311,0.9999982
17,0.005776173285198556,0.1416184971098266,0.9999981
18,0.005776173285198556,0.14414739884393063,0.999998
19,0.005776173285198556,0.1448699421965318,0.99999785
20,0.005776173285198556,0.14595375722543352,0.99999774
21,0.006137184115523465,0.14703757225433525,0.9999976
22,0.006137184115523465,0.14812138728323698,0.9999975
23,0.006137184115523465,0.15028901734104047,0.9999974
24,0.0068592057761732855,0.15245664739884393,0.99999714
25,0.0068592057761732855,0.15390173410404626,0.999997
26,0.007220216606498195,0.15426300578034682,0.9999969
27,0.007220216606498195,0.15534682080924855,0.9999968
28,0.007220216606498195,0.15679190751445088,0.99999654
29,0.007220216606498195,0.157514450867052,0.9999963
30,0.007220216606498195,0.15823699421965318,0.9999962
31,0.007220216606498195,0.1593208092485549,0.99999607
32,0.007581227436823105,0.1593208092485549,0.99999595
33,0.007942238267148015,0.1596820809248555,0.9999957
34,0.007942238267148015,0.16004335260115607,0.99999547
35,0.008664259927797834,0.1614884393063584,0.99999535
36,0.008664259927797834,0.16221098265895953,0.9999951
37,0.009025270758122744,0.16221098265895953,0.999995
38,0.009025270758122744,0.1629335260115607,0.99999475
39,0.009025270758122744,0.16437861271676302,0.9999945
40,0.009025270758122744,0.16582369942196531,0.9999944
41,0.009025270758122744,0.16654624277456648,0.9999943
42,0.009025270758122744,0.16690751445086704,0.99999416
43,0.009025270758122744,0.1676300578034682,0.99999404
44,0.009025270758122744,0.16871387283236994,0.9999938
45,0.009025270758122744,0.17015895953757226,0.99999344
46,0.009025270758122744,0.17160404624277456,0.9999933
47,0.009025270758122744,0.17232658959537572,0.9999931
48,0.009025270758122744,0.17377167630057805,0.99999285
49,0.009025270758122744,0.17413294797687862,0.9999927
50,0.009386281588447653,0.17413294797687862,0.9999926
51,0.009386281588447653,0.17630057803468208,0.9999918
52,0.009386281588447653,0.1773843930635838,0.99999166
53,0.009386281588447653,0.1777456647398844,0.9999914
54,0.009386281588447653,0.17882947976878613,0.9999913
55,0.009386281588447653,0.1795520231213873,0.9999912
56,0.009386281588447653,0.1809971098265896,0.99998987
57,0.009386281588447653,0.18208092485549132,0.99998975
58,0.009747292418772563,0.18316473988439305,0.9999895
59,0.009747292418772563,0.1875,0.9999887
60,0.009747292418772563,0.18858381502890173,0.99998844
61,0.009747292418772563,0.18966763005780346,0.99998796
62,0.010108303249097473,0.19039017341040462,0.99998784
63,0.010108303249097473,0.19291907514450868,0.99998677
64,0.010469314079422382,0.19328034682080925,0.9999863
65,0.010469314079422382,0.1936416184971098,0.9999858
66,0.010469314079422382,0.19508670520231214,0.9999851
67,0.010469314079422382,0.19689306358381503,0.9999844
68,0.010469314079422382,0.1976156069364162,0.99998426
69,0.010469314079422382,0.19869942196531792,0.9999838
70,0.010830324909747292,0.19869942196531792,0.99998367
71,0.010830324909747292,0.1994219653179191,0.9999831
72,0.010830324909747292,0.20014450867052022,0.99998295
73,0.010830324909747292,0.20050578034682082,0.99998283
74,0.011191335740072202,0.20050578034682082,0.9999827
75,0.011191335740072202,0.20195086705202311,0.99998176
76,0.011552346570397111,0.2023121387283237,0.99998105
77,0.011552346570397111,0.20303468208092484,0.9999807
78,0.011552346570397111,0.203757225433526,0.99998057
79,0.011552346570397111,0.2041184971098266,0.99998033
80,0.011913357400722021,0.20484104046242774,0.9999802
81,0.01227436823104693,0.20484104046242774,0.9999801
82,0.01227436823104693,0.20520231213872833,0.99998
83,0.01227436823104693,0.20628612716763006,0.9999795
84,0.012996389891696752,0.20700867052023122,0.999979
85,0.012996389891696752,0.2073699421965318,0.9999789
86,0.012996389891696752,0.20845375722543352,0.99997854
87,0.012996389891696752,0.20917630057803469,0.99997807
88,0.013718411552346571,0.20953757225433525,0.99997747
89,0.013718411552346571,0.21062138728323698,0.9999758
90,0.013718411552346571,0.21134393063583815,0.9999757
91,0.013718411552346571,0.21423410404624277,0.9999732
92,0.013718411552346571,0.21495664739884393,0.9999728
93,0.013718411552346571,0.21604046242774566,0.999972
94,0.013718411552346571,0.217485549132948,0.9999713
95,0.013718411552346571,0.21820809248554912,0.9999709
96,0.013718411552346571,0.21893063583815028,0.99997056
97,0.013718411552346571,0.22073699421965318,0.9999684
98,0.013718411552346571,0.22145953757225434,0.9999683
99,0.013718411552346571,0.2221820809248555,0.99996746
100,0.013718411552346571,0.22290462427745664,0.999967
101,0.013718411552346571,0.2236271676300578,0.99996614
102,0.01407942238267148,0.2236271676300578,0.999966
103,0.01407942238267148,0.22434971098265896,0.9999653
104,0.01444043321299639,0.22434971098265896,0.9999652
105,0.01444043321299639,0.22579479768786126,0.99996316
106,0.01444043321299639,0.22651734104046242,0.9999629
107,0.01444043321299639,0.22796242774566475,0.9999616
108,0.01444043321299639,0.22904624277456648,0.99996126
109,0.01444043321299639,0.23049132947976878,0.99995995
110,0.01444043321299639,0.23121387283236994,0.99995935
111,0.01444043321299639,0.23265895953757226,0.9999566
112,0.0148014440433213,0.23265895953757226,0.99995625
113,0.0148014440433213,0.23663294797687862,0.9999509
114,0.01516245487364621,0.23699421965317918,0.99995065
115,0.01516245487364621,0.2380780346820809,0.9999485
116,0.01516245487364621,0.23880057803468208,0.99994826
117,0.01552346570397112,0.23880057803468208,0.99994695
118,0.01552346570397112,0.2402456647398844,0.99994564
119,0.01552346570397112,0.24060693641618497,0.9999455
120,0.01588447653429603,0.24060693641618497,0.9999454
121,0.01588447653429603,0.24132947976878613,0.9999442
122,0.016245487364620937,0.24132947976878613,0.99994385
123,0.016245487364620937,0.24530346820809248,0.9999378
124,0.01660649819494585,0.24530346820809248,0.9999373
125,0.01660649819494585,0.25,0.9999281
126,0.01660649819494585,0.25072254335260113,0.99992776
127,0.01660649819494585,0.25108381502890176,0.9999274
128,0.01696750902527076,0.2514450867052023,0.9999269
129,0.01696750902527076,0.2554190751445087,0.9999182
130,0.017328519855595668,0.2554190751445087,0.99991596
131,0.017328519855595668,0.25758670520231214,0.9999112
132,0.01768953068592058,0.25758670520231214,0.99991024
133,0.01768953068592058,0.26011560693641617,0.99990726
134,0.0184115523465704,0.26011560693641617,0.9999068
135,0.0184115523465704,0.26083815028901736,0.9999057
136,0.0184115523465704,0.2651734104046243,0.99989665
137,0.0184115523465704,0.2658959537572254,0.99989533
138,0.0184115523465704,0.26734104046242774,0.999892
139,0.018772563176895306,0.26734104046242774,0.9998919
140,0.018772563176895306,0.2684248554913295,0.9998878
141,0.019133574007220218,0.2684248554913295,0.9998876
142,0.019133574007220218,0.26878612716763006,0.9998864
143,0.019494584837545126,0.26878612716763006,0.99988616
144,0.019494584837545126,0.26914739884393063,0.99988604
145,0.020216606498194945,0.26914739884393063,0.99988556
146,0.020216606498194945,0.27059248554913296,0.9998822
147,0.020577617328519857,0.27059248554913296,0.99988055
148,0.020577617328519857,0.2713150289017341,0.9998795
149,0.020577617328519857,0.27239884393063585,0.9998777
150,0.020938628158844765,0.27239884393063585,0.99987745
151,0.020938628158844765,0.2745664739884393,0.99987125
152,0.021299638989169676,0.2745664739884393,0.9998709
153,0.021299638989169676,0.2781791907514451,0.9998548
154,0.021660649819494584,0.2781791907514451,0.99985325
155,0.021660649819494584,0.27854046242774566,0.9998498
156,0.022021660649819495,0.27854046242774566,0.9998497
157,0.022021660649819495,0.2807080924855491,0.9998405
158,0.022382671480144403,0.2807080924855491,0.9998393
159,0.022382671480144403,0.28395953757225434,0.9998305
160,0.022743682310469315,0.28395953757225434,0.9998299
161,0.022743682310469315,0.2846820809248555,0.99982494
162,0.023826714801444042,0.2846820809248555,0.9998227
163,0.023826714801444042,0.2922687861271676,0.9997998
164,0.023826714801444042,0.2929913294797688,0.9997981
165,0.023826714801444042,0.29371387283236994,0.9997943
166,0.024187725631768953,0.29371387283236994,0.99978787
167,0.024187725631768953,0.2947976878612717,0.99978596
168,0.02454873646209386,0.2947976878612717,0.99978536
169,0.02454873646209386,0.2958815028901734,0.99978036
170,0.024909747292418773,0.2958815028901734,0.99977607
171,0.024909747292418773,0.2966040462427746,0.9997733
172,0.02527075812274368,0.2966040462427746,0.9997731
173,0.02527075812274368,0.29804913294797686,0.9997687
174,0.025631768953068592,0.29804913294797686,0.99976474
175,0.025631768953068592,0.2984104046242775,0.9997633
176,0.025992779783393503,0.29877167630057805,0.9997619
177,0.02635379061371841,0.29877167630057805,0.99976176
178,0.02635379061371841,0.30238439306358383,0.9997434
179,0.02635379061371841,0.30310693641618497,0.9997403
180,0.02635379061371841,0.3078034682080925,0.9997174
181,0.026714801444043323,0.3078034682080925,0.999713
182,0.026714801444043323,0.30960982658959535,0.99969363
183,0.02707581227436823,0.30960982658959535,0.9996927
184,0.02707581227436823,0.3110549132947977,0.99967325
